GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI08944	LOCMI08944	serine protease-like protein	LOCMI08944	GO:0004252	serine-type endopeptidase activity
LOCMI03898	LOCMI03898	GL25139	LOCMI03898	GO:0004252	serine-type endopeptidase activity
LOCMI01848	LOCMI01848	serine protease-like protein	LOCMI01848	GO:0004252	serine-type endopeptidase activity
LOCMI11839	LOCMI11839	chymotrypsin-like proteinase 6D precursor	LOCMI11839	GO:0004252	serine-type endopeptidase activity
LOCMI11838	LOCMI11838	Q17030_ANOGA Serine protease	LOCMI11838	GO:0004252	serine-type endopeptidase activity
LOCMI04651	LOCMI04651	chymotrypsin	LOCMI04651	GO:0004252	serine-type endopeptidase activity
LOCMI07234	LOCMI07234	PREDICTED: transmembrane protease serine 9-like	LOCMI07234	GO:0004252	serine-type endopeptidase activity
LOCMI02903	LOCMI02903	trypsin	LOCMI02903	GO:0004252	serine-type endopeptidase activity
LOCMI11833	LOCMI11833	B0X1E9_CULQU Chymotrypsin A	LOCMI11833	GO:0004252	serine-type endopeptidase activity
LOCMI11832	LOCMI11832	Q7PW17_ANOGA AGAP009121-PA	LOCMI11832	GO:0004252	serine-type endopeptidase activity
LOCMI11837	LOCMI11837	serine-type enodpeptidase, putative	LOCMI11837	GO:0004252	serine-type endopeptidase activity
LOCMI11836	LOCMI11836	Q17030_ANOGA Serine protease	LOCMI11836	GO:0004252	serine-type endopeptidase activity
LOCMI12294	LOCMI12294	PREDICTED: trypsin-3	LOCMI12294	GO:0004252	serine-type endopeptidase activity
LOCMI00834	LOCMI00834	eupolytin	LOCMI00834	GO:0004252	serine-type endopeptidase activity
LOCMI01942	LOCMI01942	A7SS64_NEMVE Predicted protein (Fragment)	LOCMI01942	GO:0004252	serine-type endopeptidase activity
LOCMI06649	LOCMI06649	CG32808	LOCMI06649	GO:0004252	serine-type endopeptidase activity
LOCMI08721	LOCMI08721	MPA3 allergen	LOCMI08721	GO:0004252	serine-type endopeptidase activity
LOCMI07290	LOCMI07290	female reproductive tract protease GLEANR_897	LOCMI07290	GO:0004252	serine-type endopeptidase activity
LOCMI01737	LOCMI01737	B0WFK4_CULQU Trypsin-epsilon	LOCMI01737	GO:0004252	serine-type endopeptidase activity
LOCMI14929	LOCMI14929	GK17275	LOCMI14929	GO:0004252	serine-type endopeptidase activity
