GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI16234	LOCMI16234	PREDICTED: cytochrome P450 315a1, mitochondrial isoform 2	5	0.384615384615	LOCMI16234	tetrapyrrole binding // iron ion binding // electron carrier activity // oxidation-reduction process // oxidoreductase activity
LOCMI16230	LOCMI16230	PREDICTED: similar to AGAP001039-PA	5	0.384615384615	LOCMI16230	tetrapyrrole binding // iron ion binding // electron carrier activity // oxidation-reduction process // oxidoreductase activity
LOCMI16206	LOCMI16206	PREDICTED: similar to AGAP001039-PA	5	0.384615384615	LOCMI16206	tetrapyrrole binding // iron ion binding // electron carrier activity // oxidation-reduction process // oxidoreductase activity
LOCMI16195	LOCMI16195	RecName: Full=Cytochrome P450 4C1; AltName: Full=CYPIVC1 gb|AAA27819.1| cytochrome P450	5	0.384615384615	LOCMI16195	tetrapyrrole binding // iron ion binding // electron carrier activity // oxidation-reduction process // oxidoreductase activity
LOCMI16136	LOCMI16136	Cytochrome P450 4g15	5	0.384615384615	LOCMI16136	tetrapyrrole binding // iron ion binding // electron carrier activity // oxidation-reduction process // oxidoreductase activity
LOCMI16272	LOCMI16272	E9G105_DAPPU Putative uncharacterized protein	4	0.307692307692	LOCMI16272	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
LOCMI16264	LOCMI16264	PREDICTED: peroxidase-like isoform 1	4	0.307692307692	LOCMI16264	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
LOCMI16257	LOCMI16257	D6WCM3_TRICA Putative uncharacterized protein	4	0.307692307692	LOCMI16257	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
LOCMI16221	LOCMI16221	GG20554	4	0.307692307692	LOCMI16221	tetrapyrrole binding // iron ion binding // electron carrier activity // oxidoreductase activity
LOCMI10884	LOCMI10884	Chorion peroxidase precursor, putative	4	0.307692307692	LOCMI10884	tetrapyrrole binding // iron ion binding // oxidation-reduction process // oxidoreductase activity
LOCMI15975	LOCMI15975	PREDICTED: predicted protein-like	3	0.230769230769	LOCMI15975	carbohydrate metabolic process // oxidation-reduction process // oxidoreductase activity
LOCMI17331	LOCMI17331	Q0Z942_TRICA Chitinase 7	2	0.153846153846	LOCMI17331	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI17185	LOCMI17185	PREDICTED: chitinase-like protein Idgf4-like	2	0.153846153846	LOCMI17185	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI17170	LOCMI17170	PREDICTED: chitinase-like protein Idgf4-like	2	0.153846153846	LOCMI17170	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI17127	LOCMI17127	PREDICTED: chitinase-like protein Idgf4-like isoform 1	2	0.153846153846	LOCMI17127	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI17048	LOCMI17048	chitinase 5 precursor	2	0.153846153846	LOCMI17048	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI16689	LOCMI16689	chitinase	2	0.153846153846	LOCMI16689	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI16469	LOCMI16469	trypsin-like serine protease	2	0.153846153846	LOCMI16469	serine hydrolase activity // proteolysis
LOCMI16415	LOCMI16415	serine protease P43	2	0.153846153846	LOCMI16415	serine hydrolase activity // proteolysis
LOCMI16349	LOCMI16349	PREDICTED: similar to trypsin-like serine protease	2	0.153846153846	LOCMI16349	serine hydrolase activity // proteolysis
LOCMI16296	LOCMI16296	D2A5K3_TRICA Putative uncharacterized protein GLEAN_15554	2	0.153846153846	LOCMI16296	oxidation-reduction process // oxidoreductase activity
LOCMI15776	LOCMI15776	stearoyl-coa desaturase-like	2	0.153846153846	LOCMI15776	oxidation-reduction process // oxidoreductase activity
LOCMI15490	LOCMI15490	soluble trehalase	2	0.153846153846	LOCMI15490	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI15467	LOCMI15467	PREDICTED: chitooligosaccharidolytic beta-N-acetylglucosaminidase-like	2	0.153846153846	LOCMI15467	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI14928	LOCMI14928	putative alcohol dehydrogenase	2	0.153846153846	LOCMI14928	oxidation-reduction process // oxidoreductase activity
LOCMI13963	LOCMI13963	Laccase2	2	0.153846153846	LOCMI13963	oxidation-reduction process // oxidoreductase activity
LOCMI13914	LOCMI13914	venom serine carboxypeptidase	2	0.153846153846	LOCMI13914	serine hydrolase activity // proteolysis
LOCMI13600	LOCMI13600	Q0Z939_TRICA Chitinase 10	2	0.153846153846	LOCMI13600	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI13335	LOCMI13335	trypsin	2	0.153846153846	LOCMI13335	serine hydrolase activity // proteolysis
LOCMI12984	LOCMI12984	B3NUX9_DROER GG19440	2	0.153846153846	LOCMI12984	flavin adenine dinucleotide binding // oxidoreductase activity
LOCMI11739	LOCMI11739	B0V308_DANRE Novel protein (Zgc:77479) (Fragment)	2	0.153846153846	LOCMI11739	oxidation-reduction process // oxidoreductase activity
