GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI17326	LOCMI17326	Q1HQ74_BOMMO Small nuclear ribonucleoprotein E	1	0.333333333333	LOCMI17326	Spliceosome:map03040
LOCMI17269	LOCMI17269	Probable small nuclear ribonucleoprotein G	1	0.333333333333	LOCMI17269	Spliceosome:map03040
LOCMI17234	LOCMI17234	membrane-associated protein, putative	1	0.333333333333	LOCMI17234	Spliceosome:map03040
LOCMI17071	LOCMI17071	Probable small nuclear ribonucleoprotein E	1	0.333333333333	LOCMI17071	Spliceosome:map03040
LOCMI16024	LOCMI16024	GH10285	1	0.333333333333	LOCMI16024	Oxidative phosphorylation:map00190
LOCMI15981	LOCMI15981	CG12859	1	0.333333333333	LOCMI15981	Oxidative phosphorylation:map00190
LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	1	0.333333333333	LOCMI15980	Oxidative phosphorylation:map00190
LOCMI15895	LOCMI15895	cytochrome c oxidase subunit VIIA putative	1	0.333333333333	LOCMI15895	Oxidative phosphorylation:map00190
LOCMI15716	LOCMI15716	glutathione S-transferase sigma 1	1	0.333333333333	LOCMI15716	Glutathione metabolism:map00480
LOCMI11649	LOCMI11649	mitosis protein dim1	1	0.333333333333	LOCMI11649	Spliceosome:map03040
LOCMI04442	LOCMI04442	microsomal glutathione transferase	1	0.333333333333	LOCMI04442	Glutathione metabolism:map00480
LOCMI03230	LOCMI03230	PREDICTED: ribonucleotide reductase M2 polypeptide-like	1	0.333333333333	LOCMI03230	Glutathione metabolism:map00480
