GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI15912	LOCMI15912	C3YPZ0_BRAFL Putative uncharacterized protein	LOCMI15912	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI15907	LOCMI15907	Retinal dehydrogenase 1	LOCMI15907	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI15985	LOCMI15985	GF22728	LOCMI15985	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI16955	LOCMI16955	enoyl-CoA hydratase	LOCMI16955	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI15896	LOCMI15896	E3WQ18_ANODA Putative uncharacterized protein	LOCMI15896	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI15851	LOCMI15851	B0W5G6_CULQU Aldehyde dehydrogenase	LOCMI15851	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI09621	LOCMI09621	Q7QJQ9_ANOGA AGAP007619-PA	LOCMI09621	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI15940	LOCMI15940	PREDICTED: probable enoyl-CoA hydratase, mitochondrial-like	LOCMI15940	beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410
LOCMI16007	LOCMI16007	PREDICTED: alcohol dehydrogenase class-3-like	LOCMI16007	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI17046	LOCMI17046	GJ23340	LOCMI17046	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI17045	LOCMI17045	PREDICTED: UDP-glucuronosyltransferase 2B10-like	LOCMI17045	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI15703	LOCMI15703	glutathione S-transferase	LOCMI15703	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI08143	LOCMI08143	A7RV33_NEMVE Predicted protein	LOCMI08143	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI15701	LOCMI15701	glutathione S-transferase sigma 6	LOCMI15701	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI17036	LOCMI17036	UDP-glucuronosyltransferase 1-8 precursor, putative	LOCMI17036	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI16992	LOCMI16992	PREDICTED: similar to glucosyl/glucuronosyl transferases	LOCMI16992	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI17032	LOCMI17032	UDP-glucuronosyltransferase 1-8 precursor, putative	LOCMI17032	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI15696	LOCMI15696	glutathione S-transferase sigma 1	LOCMI15696	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI15698	LOCMI15698	glutathione S-transferase sigma 3	LOCMI15698	Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982
LOCMI15853	LOCMI15853	Probable peroxisomal acyl-coenzyme A oxidase 1	LOCMI15853	Biosynthesis of unsaturated fatty acids:map01040	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15809	LOCMI15809	E9IZQ4_SOLIN Putative uncharacterized protein (Fragment)	LOCMI15809	Biosynthesis of unsaturated fatty acids:map01040	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15872	LOCMI15872	delta-9 desaturase 1	LOCMI15872	Biosynthesis of unsaturated fatty acids:map01040	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15961	LOCMI15961	PREDICTED: peroxisomal acyl-coenzyme A oxidase 3-like isoform 3	LOCMI15961	Biosynthesis of unsaturated fatty acids:map01040	Biosynthesis of unsaturated fatty acids:map01040
LOCMI13965	LOCMI13965	chitin synthase 1 variant B	LOCMI13965	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI03834	LOCMI03834	PREDICTED: UDP-N-acetylhexosamine pyrophosphorylase-like	LOCMI03834	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09697	LOCMI09697	PREDICTED: galactose-1-phosphate uridylyltransferase-like	LOCMI09697	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15834	LOCMI15834	phosphoglucomutase	LOCMI15834	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17138	LOCMI17138	midgut chitinase	LOCMI17138	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09283	LOCMI09283	beta-hexosaminidase beta chain precursor, putative	LOCMI09283	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06643	LOCMI06643	Mannose-1-phosphate guanyltransferase beta	LOCMI06643	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13862	LOCMI13862	PREDICTED: similar to N-acetyl neuraminate lyase	LOCMI13862	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13816	LOCMI13816	C3XYY9_BRAFL Putative uncharacterized protein	LOCMI13816	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI11868	LOCMI11868	AGAP012261-PA	LOCMI11868	Amino sugar and nucleotide sugar metabolism:map00520	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI11950	LOCMI11950	glucosidase 2 subunit beta precursor, putative	LOCMI11950	Protein processing in endoplasmic reticulum:map04141	Protein processing in endoplasmic reticulum:map04141
LOCMI04416	LOCMI04416	Endoplasmic reticulum protein ERp29, putative	LOCMI04416	Protein processing in endoplasmic reticulum:map04141	Protein processing in endoplasmic reticulum:map04141
