Ensembl	symbol	GeneOntology
LOCMI13335	LOCMI13335	GO:0004252
LOCMI03037	LOCMI03037	GO:0004252
LOCMI16415	LOCMI16415	GO:0004252
LOCMI16469	LOCMI16469	GO:0004252
LOCMI16349	LOCMI16349	GO:0004252
LOCMI16672	LOCMI16672	GO:0080090
LOCMI16518	LOCMI16518	GO:0080090
LOCMI16491	LOCMI16491	GO:0080090
LOCMI15745	LOCMI15745	GO:0080090
LOCMI16672	LOCMI16672	GO:0019222
LOCMI16518	LOCMI16518	GO:0019222
LOCMI16491	LOCMI16491	GO:0019222
LOCMI15745	LOCMI15745	GO:0019222
LOCMI16672	LOCMI16672	GO:0006139
LOCMI16518	LOCMI16518	GO:0006139
LOCMI16491	LOCMI16491	GO:0006139
LOCMI15975	LOCMI15975	GO:0006139
LOCMI15745	LOCMI15745	GO:0006139
LOCMI16100	LOCMI16100	GO:0006139
LOCMI16518	LOCMI16518	GO:0060089
LOCMI16491	LOCMI16491	GO:0060089
LOCMI05620	LOCMI05620	GO:0055072
LOCMI05620	LOCMI05620	GO:0006826
LOCMI16672	LOCMI16672	GO:0001071
LOCMI16518	LOCMI16518	GO:0001071
LOCMI16491	LOCMI16491	GO:0001071
LOCMI15745	LOCMI15745	GO:0001071
LOCMI07446	LOCMI07446	GO:0007166
LOCMI16100	LOCMI16100	GO:0044283
LOCMI08908	LOCMI08908	GO:0071844
LOCMI03595	LOCMI03595	GO:0030529
LOCMI08908	LOCMI08908	GO:0071842
LOCMI08908	LOCMI08908	GO:0071840
LOCMI08908	LOCMI08908	GO:0071841
LOCMI00432	LOCMI00432	GO:0003779
LOCMI07446	LOCMI07446	GO:0051716
LOCMI16625	LOCMI16625	GO:0051716
LOCMI12816	LOCMI12816	GO:0016021
LOCMI07446	LOCMI07446	GO:0016021
LOCMI12856	LOCMI12856	GO:0016021
LOCMI13797	LOCMI13797	GO:0016021
LOCMI13242	LOCMI13242	GO:0016021
LOCMI03332	LOCMI03332	GO:0016020
LOCMI12816	LOCMI12816	GO:0016020
LOCMI06431	LOCMI06431	GO:0016020
LOCMI07446	LOCMI07446	GO:0016020
LOCMI12856	LOCMI12856	GO:0016020
LOCMI16100	LOCMI16100	GO:0016020
LOCMI13797	LOCMI13797	GO:0016020
LOCMI13242	LOCMI13242	GO:0016020
LOCMI03266	LOCMI03266	GO:0016020
LOCMI15975	LOCMI15975	GO:0000166
LOCMI08908	LOCMI08908	GO:0000166
LOCMI01633	LOCMI01633	GO:0000166
LOCMI12816	LOCMI12816	GO:0016740
LOCMI07327	LOCMI07327	GO:0016740
LOCMI03436	LOCMI03436	GO:0009072
LOCMI02396	LOCMI02396	GO:0009072
LOCMI07377	LOCMI07377	GO:0046872
LOCMI13963	LOCMI13963	GO:0046872
LOCMI16206	LOCMI16206	GO:0046872
LOCMI16195	LOCMI16195	GO:0046872
LOCMI16221	LOCMI16221	GO:0046872
LOCMI16272	LOCMI16272	GO:0046872
LOCMI03536	LOCMI03536	GO:0046872
LOCMI03436	LOCMI03436	GO:0046872
LOCMI16264	LOCMI16264	GO:0046872
LOCMI16518	LOCMI16518	GO:0046872
LOCMI02396	LOCMI02396	GO:0046872
LOCMI15376	LOCMI15376	GO:0046872
LOCMI16257	LOCMI16257	GO:0046872
LOCMI11739	LOCMI11739	GO:0046872
LOCMI05620	LOCMI05620	GO:0046872
LOCMI16491	LOCMI16491	GO:0046872
LOCMI07442	LOCMI07442	GO:0046872
LOCMI03473	LOCMI03473	GO:0046872
LOCMI16136	LOCMI16136	GO:0046872
LOCMI03971	LOCMI03971	GO:0046872
LOCMI11712	LOCMI11712	GO:0046872
LOCMI10884	LOCMI10884	GO:0046872
LOCMI06732	LOCMI06732	GO:0046872
LOCMI05942	LOCMI05942	GO:0046872
LOCMI07827	LOCMI07827	GO:0046872
LOCMI16234	LOCMI16234	GO:0046872
LOCMI16230	LOCMI16230	GO:0046872
LOCMI05620	LOCMI05620	GO:0019725
LOCMI16100	LOCMI16100	GO:0009206
LOCMI16100	LOCMI16100	GO:0009205
LOCMI08511	LOCMI08511	GO:0004222
LOCMI06732	LOCMI06732	GO:0004222
LOCMI16100	LOCMI16100	GO:0009201
