Ensembl	symbol	GeneOntology
LOCMI11832	LOCMI11832	GO:0004252
LOCMI04961	LOCMI04961	GO:0004252
LOCMI02910	LOCMI02910	GO:0004252
LOCMI16491	LOCMI16491	GO:0080090
LOCMI16491	LOCMI16491	GO:0019222
LOCMI16491	LOCMI16491	GO:0006139
LOCMI15970	LOCMI15970	GO:0006139
LOCMI16491	LOCMI16491	GO:0060089
LOCMI15970	LOCMI15970	GO:0009165
LOCMI16491	LOCMI16491	GO:0008270
LOCMI03473	LOCMI03473	GO:0008270
LOCMI15970	LOCMI15970	GO:0044283
LOCMI13964	LOCMI13964	GO:0051716
LOCMI13797	LOCMI13797	GO:0016021
LOCMI15970	LOCMI15970	GO:0016020
LOCMI13797	LOCMI13797	GO:0016020
LOCMI13964	LOCMI13964	GO:0000166
LOCMI15871	LOCMI15871	GO:0000166
LOCMI15970	LOCMI15970	GO:0000166
LOCMI09434	LOCMI09434	GO:0016740
LOCMI13679	LOCMI13679	GO:0016740
LOCMI09826	LOCMI09826	GO:0009072
LOCMI13964	LOCMI13964	GO:0046872
LOCMI13963	LOCMI13963	GO:0046872
LOCMI16197	LOCMI16197	GO:0046872
LOCMI16173	LOCMI16173	GO:0046872
LOCMI13028	LOCMI13028	GO:0046872
LOCMI07577	LOCMI07577	GO:0046872
LOCMI06190	LOCMI06190	GO:0046872
LOCMI11162	LOCMI11162	GO:0046872
LOCMI13448	LOCMI13448	GO:0046872
LOCMI13447	LOCMI13447	GO:0046872
LOCMI13444	LOCMI13444	GO:0046872
LOCMI13445	LOCMI13445	GO:0046872
LOCMI16491	LOCMI16491	GO:0046872
LOCMI16206	LOCMI16206	GO:0046872
LOCMI03473	LOCMI03473	GO:0046872
LOCMI05040	LOCMI05040	GO:0046872
LOCMI03173	LOCMI03173	GO:0046872
LOCMI10884	LOCMI10884	GO:0046872
LOCMI05775	LOCMI05775	GO:0046872
LOCMI16237	LOCMI16237	GO:0046872
LOCMI16230	LOCMI16230	GO:0046872
LOCMI15970	LOCMI15970	GO:0009206
LOCMI15970	LOCMI15970	GO:0009205
LOCMI00395	LOCMI00395	GO:0004222
LOCMI15970	LOCMI15970	GO:0009201
LOCMI11832	LOCMI11832	GO:0017171
LOCMI13914	LOCMI13914	GO:0017171
LOCMI04961	LOCMI04961	GO:0017171
LOCMI02910	LOCMI02910	GO:0017171
LOCMI16491	LOCMI16491	GO:0060255
LOCMI15970	LOCMI15970	GO:0046034
LOCMI13964	LOCMI13964	GO:0045184
LOCMI09826	LOCMI09826	GO:0043436
LOCMI05702	LOCMI05702	GO:0055114
LOCMI05703	LOCMI05703	GO:0055114
LOCMI05700	LOCMI05700	GO:0055114
LOCMI13964	LOCMI13964	GO:0055114
LOCMI13963	LOCMI13963	GO:0055114
LOCMI16197	LOCMI16197	GO:0055114
LOCMI16173	LOCMI16173	GO:0055114
LOCMI11162	LOCMI11162	GO:0055114
LOCMI05701	LOCMI05701	GO:0055114
LOCMI13448	LOCMI13448	GO:0055114
LOCMI13447	LOCMI13447	GO:0055114
LOCMI13444	LOCMI13444	GO:0055114
LOCMI13445	LOCMI13445	GO:0055114
LOCMI16206	LOCMI16206	GO:0055114
LOCMI05040	LOCMI05040	GO:0055114
LOCMI10884	LOCMI10884	GO:0055114
LOCMI05775	LOCMI05775	GO:0055114
LOCMI16237	LOCMI16237	GO:0055114
LOCMI16230	LOCMI16230	GO:0055114
LOCMI15970	LOCMI15970	GO:0046483
LOCMI15970	LOCMI15970	GO:0043234
LOCMI15970	LOCMI15970	GO:0016818
LOCMI13304	LOCMI13304	GO:0016614
LOCMI00075	LOCMI00075	GO:0016614
LOCMI16491	LOCMI16491	GO:0043231
LOCMI11832	LOCMI11832	GO:0019538
LOCMI03473	LOCMI03473	GO:0019538
LOCMI13914	LOCMI13914	GO:0019538
LOCMI00395	LOCMI00395	GO:0019538
LOCMI13679	LOCMI13679	GO:0019538
LOCMI04961	LOCMI04961	GO:0019538
LOCMI02910	LOCMI02910	GO:0019538
LOCMI15970	LOCMI15970	GO:0016817
LOCMI13964	LOCMI13964	GO:0050789
LOCMI16491	LOCMI16491	GO:0050789
LOCMI15970	LOCMI15970	GO:0022804
LOCMI15467	LOCMI15467	GO:0004553
LOCMI16689	LOCMI16689	GO:0004553
LOCMI13600	LOCMI13600	GO:0004553
LOCMI16410	LOCMI16410	GO:0004553
LOCMI10556	LOCMI10556	GO:0004553
LOCMI11632	LOCMI11632	GO:0004553
