Ensembl	symbol	GeneOntology
LOCMI09100	LOCMI09100	GO:0080090
LOCMI09474	LOCMI09474	GO:0080090
LOCMI09100	LOCMI09100	GO:0019222
LOCMI09474	LOCMI09474	GO:0019222
LOCMI00119	LOCMI00119	GO:0004392
LOCMI00449	LOCMI00449	GO:0006470
LOCMI16357	LOCMI16357	GO:0018904
LOCMI15512	LOCMI15512	GO:0009408
LOCMI12559	LOCMI12559	GO:0005789
LOCMI00915	LOCMI00915	GO:0005789
LOCMI05713	LOCMI05713	GO:0060089
LOCMI09756	LOCMI09756	GO:0060089
LOCMI15894	LOCMI15894	GO:0009165
LOCMI13033	LOCMI13033	GO:0009165
LOCMI15884	LOCMI15884	GO:0009165
LOCMI15925	LOCMI15925	GO:0009165
LOCMI15865	LOCMI15865	GO:0009165
LOCMI16006	LOCMI16006	GO:0009165
LOCMI15979	LOCMI15979	GO:0009165
LOCMI15911	LOCMI15911	GO:0009165
LOCMI16084	LOCMI16084	GO:0009165
LOCMI00523	LOCMI00523	GO:0009165
LOCMI14937	LOCMI14937	GO:0030117
LOCMI16357	LOCMI16357	GO:0044281
LOCMI15894	LOCMI15894	GO:0044281
LOCMI13033	LOCMI13033	GO:0044281
LOCMI15884	LOCMI15884	GO:0044281
LOCMI15925	LOCMI15925	GO:0044281
LOCMI15865	LOCMI15865	GO:0044281
LOCMI07464	LOCMI07464	GO:0044281
LOCMI16006	LOCMI16006	GO:0044281
LOCMI01079	LOCMI01079	GO:0044281
LOCMI15979	LOCMI15979	GO:0044281
LOCMI15911	LOCMI15911	GO:0044281
LOCMI16084	LOCMI16084	GO:0044281
LOCMI00523	LOCMI00523	GO:0044281
LOCMI05713	LOCMI05713	GO:0007166
LOCMI09756	LOCMI09756	GO:0007166
LOCMI15894	LOCMI15894	GO:0044283
LOCMI13033	LOCMI13033	GO:0044283
LOCMI15884	LOCMI15884	GO:0044283
LOCMI15925	LOCMI15925	GO:0044283
LOCMI15865	LOCMI15865	GO:0044283
LOCMI16006	LOCMI16006	GO:0044283
LOCMI15979	LOCMI15979	GO:0044283
LOCMI15911	LOCMI15911	GO:0044283
LOCMI16084	LOCMI16084	GO:0044283
LOCMI00523	LOCMI00523	GO:0044283
LOCMI14842	LOCMI14842	GO:0043565
LOCMI03091	LOCMI03091	GO:0071844
LOCMI13837	LOCMI13837	GO:0071844
LOCMI12123	LOCMI12123	GO:0071844
LOCMI09660	LOCMI09660	GO:0071844
LOCMI10395	LOCMI10395	GO:0071844
LOCMI13545	LOCMI13545	GO:0030529
LOCMI07886	LOCMI07886	GO:0030529
LOCMI03326	LOCMI03326	GO:0030529
LOCMI09452	LOCMI09452	GO:0030529
LOCMI05114	LOCMI05114	GO:0030529
LOCMI03823	LOCMI03823	GO:0030529
LOCMI06602	LOCMI06602	GO:0030529
LOCMI13397	LOCMI13397	GO:0030529
LOCMI13395	LOCMI13395	GO:0030529
LOCMI05377	LOCMI05377	GO:0030529
LOCMI01249	LOCMI01249	GO:0030529
LOCMI16282	LOCMI16282	GO:0030529
LOCMI05551	LOCMI05551	GO:0030529
LOCMI14590	LOCMI14590	GO:0030529
LOCMI06694	LOCMI06694	GO:0030529
LOCMI09756	LOCMI09756	GO:0030529
LOCMI04836	LOCMI04836	GO:0030529
LOCMI07471	LOCMI07471	GO:0030529
LOCMI10600	LOCMI10600	GO:0030529
LOCMI02250	LOCMI02250	GO:0030529
LOCMI05642	LOCMI05642	GO:0030529
LOCMI10353	LOCMI10353	GO:0030529
LOCMI04634	LOCMI04634	GO:0030529
LOCMI09605	LOCMI09605	GO:0030529
LOCMI12177	LOCMI12177	GO:0030529
LOCMI00680	LOCMI00680	GO:0030529
LOCMI02613	LOCMI02613	GO:0030529
LOCMI13143	LOCMI13143	GO:0030529
LOCMI13626	LOCMI13626	GO:0030529
LOCMI00502	LOCMI00502	GO:0030529
LOCMI10269	LOCMI10269	GO:0030529
LOCMI09539	LOCMI09539	GO:0030529
LOCMI13355	LOCMI13355	GO:0030529
LOCMI07397	LOCMI07397	GO:0030529
LOCMI03768	LOCMI03768	GO:0030529
LOCMI01674	LOCMI01674	GO:0030529
LOCMI02753	LOCMI02753	GO:0030529
LOCMI07458	LOCMI07458	GO:0030529
LOCMI06222	LOCMI06222	GO:0030529
LOCMI01110	LOCMI01110	GO:0030529
LOCMI01704	LOCMI01704	GO:0030529
LOCMI02690	LOCMI02690	GO:0030529
LOCMI10036	LOCMI10036	GO:0030529
LOCMI13842	LOCMI13842	GO:0030529
LOCMI07867	LOCMI07867	GO:0030529
LOCMI02068	LOCMI02068	GO:0030529
LOCMI07012	LOCMI07012	GO:0030529
