Ensembl	symbol	GeneOntology
LOCMI01737	LOCMI01737	GO:0004252
LOCMI03898	LOCMI03898	GO:0004252
LOCMI00045	LOCMI00045	GO:0004252
LOCMI15075	LOCMI15075	GO:0004252
LOCMI01848	LOCMI01848	GO:0004252
LOCMI07234	LOCMI07234	GO:0004252
LOCMI07236	LOCMI07236	GO:0004252
LOCMI06649	LOCMI06649	GO:0004252
LOCMI12294	LOCMI12294	GO:0004252
LOCMI12292	LOCMI12292	GO:0004252
LOCMI01942	LOCMI01942	GO:0004252
LOCMI15039	LOCMI15039	GO:0004252
LOCMI15035	LOCMI15035	GO:0004252
LOCMI12965	LOCMI12965	GO:0004252
LOCMI02903	LOCMI02903	GO:0004252
LOCMI00834	LOCMI00834	GO:0004252
LOCMI06766	LOCMI06766	GO:0004252
LOCMI11840	LOCMI11840	GO:0004252
LOCMI04023	LOCMI04023	GO:0004252
LOCMI07290	LOCMI07290	GO:0004252
LOCMI07517	LOCMI07517	GO:0004252
LOCMI05428	LOCMI05428	GO:0004252
LOCMI08942	LOCMI08942	GO:0004252
LOCMI02655	LOCMI02655	GO:0004252
LOCMI01782	LOCMI01782	GO:0004252
LOCMI06650	LOCMI06650	GO:0004252
LOCMI03452	LOCMI03452	GO:0004252
LOCMI05682	LOCMI05682	GO:0004252
LOCMI04651	LOCMI04651	GO:0004252
LOCMI14929	LOCMI14929	GO:0004252
LOCMI05091	LOCMI05091	GO:0004252
LOCMI03633	LOCMI03633	GO:0004252
LOCMI08944	LOCMI08944	GO:0004252
LOCMI07086	LOCMI07086	GO:0004252
LOCMI07248	LOCMI07248	GO:0004252
LOCMI15127	LOCMI15127	GO:0004252
LOCMI15126	LOCMI15126	GO:0004252
LOCMI06844	LOCMI06844	GO:0004252
LOCMI08721	LOCMI08721	GO:0004252
LOCMI11839	LOCMI11839	GO:0004252
LOCMI11838	LOCMI11838	GO:0004252
LOCMI11833	LOCMI11833	GO:0004252
LOCMI11832	LOCMI11832	GO:0004252
LOCMI11837	LOCMI11837	GO:0004252
LOCMI11836	LOCMI11836	GO:0004252
LOCMI16469	LOCMI16469	GO:0004252
LOCMI05753	LOCMI05753	GO:0004252
LOCMI02592	LOCMI02592	GO:0004252
LOCMI17133	LOCMI17133	GO:0009167
LOCMI14720	LOCMI14720	GO:0009167
LOCMI16100	LOCMI16100	GO:0009165
LOCMI17133	LOCMI17133	GO:0009165
LOCMI15816	LOCMI15816	GO:0009165
LOCMI16066	LOCMI16066	GO:0009165
LOCMI15986	LOCMI15986	GO:0009165
LOCMI14720	LOCMI14720	GO:0009165
LOCMI16049	LOCMI16049	GO:0009165
LOCMI15172	LOCMI15172	GO:0009165
LOCMI15894	LOCMI15894	GO:0009165
LOCMI15783	LOCMI15783	GO:0009165
LOCMI08135	LOCMI08135	GO:0009165
LOCMI06429	LOCMI06429	GO:0044281
LOCMI13438	LOCMI13438	GO:0044281
LOCMI00168	LOCMI00168	GO:0044281
LOCMI16100	LOCMI16100	GO:0044281
LOCMI17133	LOCMI17133	GO:0044281
LOCMI09897	LOCMI09897	GO:0044281
LOCMI15816	LOCMI15816	GO:0044281
LOCMI16066	LOCMI16066	GO:0044281
LOCMI06507	LOCMI06507	GO:0044281
LOCMI16713	LOCMI16713	GO:0044281
LOCMI05296	LOCMI05296	GO:0044281
LOCMI10153	LOCMI10153	GO:0044281
LOCMI04886	LOCMI04886	GO:0044281
LOCMI15986	LOCMI15986	GO:0044281
LOCMI09249	LOCMI09249	GO:0044281
LOCMI14720	LOCMI14720	GO:0044281
LOCMI04776	LOCMI04776	GO:0044281
LOCMI16049	LOCMI16049	GO:0044281
LOCMI15172	LOCMI15172	GO:0044281
LOCMI15894	LOCMI15894	GO:0044281
LOCMI07523	LOCMI07523	GO:0044281
LOCMI15783	LOCMI15783	GO:0044281
LOCMI04589	LOCMI04589	GO:0044281
LOCMI08135	LOCMI08135	GO:0044281
LOCMI16100	LOCMI16100	GO:0044283
LOCMI17133	LOCMI17133	GO:0044283
LOCMI15816	LOCMI15816	GO:0044283
LOCMI16066	LOCMI16066	GO:0044283
LOCMI15986	LOCMI15986	GO:0044283
LOCMI14720	LOCMI14720	GO:0044283
LOCMI16049	LOCMI16049	GO:0044283
LOCMI15172	LOCMI15172	GO:0044283
LOCMI15894	LOCMI15894	GO:0044283
LOCMI15783	LOCMI15783	GO:0044283
LOCMI08135	LOCMI08135	GO:0044283
LOCMI17133	LOCMI17133	GO:0009168
LOCMI14720	LOCMI14720	GO:0009168
LOCMI00168	LOCMI00168	GO:0006306
LOCMI14228	LOCMI14228	GO:0051716
LOCMI17295	LOCMI17295	GO:0051716
LOCMI11660	LOCMI11660	GO:0051716
LOCMI13684	LOCMI13684	GO:0051716
LOCMI11639	LOCMI11639	GO:0051716
LOCMI06735	LOCMI06735	GO:0051716
LOCMI00681	LOCMI00681	GO:0051716
LOCMI15948	LOCMI15948	GO:0051716
LOCMI11019	LOCMI11019	GO:0051716
LOCMI00168	LOCMI00168	GO:0006304
LOCMI00788	LOCMI00788	GO:0005839
LOCMI14228	LOCMI14228	GO:0000166
LOCMI07184	LOCMI07184	GO:0000166
LOCMI06429	LOCMI06429	GO:0000166
LOCMI17220	LOCMI17220	GO:0000166
LOCMI15371	LOCMI15371	GO:0000166
LOCMI12823	LOCMI12823	GO:0000166
LOCMI16623	LOCMI16623	GO:0000166
LOCMI11660	LOCMI11660	GO:0000166
LOCMI15492	LOCMI15492	GO:0000166
LOCMI15491	LOCMI15491	GO:0000166
LOCMI15819	LOCMI15819	GO:0000166
LOCMI11510	LOCMI11510	GO:0000166
LOCMI04516	LOCMI04516	GO:0000166
LOCMI06345	LOCMI06345	GO:0000166
LOCMI03396	LOCMI03396	GO:0000166
LOCMI04173	LOCMI04173	GO:0000166
LOCMI15986	LOCMI15986	GO:0000166
LOCMI16325	LOCMI16325	GO:0000166
LOCMI14534	LOCMI14534	GO:0000166
LOCMI00404	LOCMI00404	GO:0000166
LOCMI07758	LOCMI07758	GO:0000166
LOCMI11139	LOCMI11139	GO:0000166
LOCMI06399	LOCMI06399	GO:0000166
LOCMI00953	LOCMI00953	GO:0000166
LOCMI10225	LOCMI10225	GO:0000166
LOCMI00681	LOCMI00681	GO:0000166
LOCMI17115	LOCMI17115	GO:0000166
LOCMI13816	LOCMI13816	GO:0000166
LOCMI13837	LOCMI13837	GO:0000166
LOCMI09724	LOCMI09724	GO:0000166
LOCMI14998	LOCMI14998	GO:0000166
LOCMI08665	LOCMI08665	GO:0000166
LOCMI00827	LOCMI00827	GO:0000166
LOCMI16100	LOCMI16100	GO:0009199
LOCMI15816	LOCMI15816	GO:0009199
LOCMI16066	LOCMI16066	GO:0009199
LOCMI15986	LOCMI15986	GO:0009199
LOCMI16049	LOCMI16049	GO:0009199
LOCMI15894	LOCMI15894	GO:0009199
LOCMI15783	LOCMI15783	GO:0009199
LOCMI08135	LOCMI08135	GO:0009199
LOCMI04516	LOCMI04516	GO:0016459
LOCMI07758	LOCMI07758	GO:0016459
LOCMI11139	LOCMI11139	GO:0016459
LOCMI00953	LOCMI00953	GO:0016459
LOCMI14228	LOCMI14228	GO:0065007
LOCMI09100	LOCMI09100	GO:0065007
LOCMI13438	LOCMI13438	GO:0065007
LOCMI00168	LOCMI00168	GO:0065007
LOCMI17295	LOCMI17295	GO:0065007
LOCMI11660	LOCMI11660	GO:0065007
LOCMI08784	LOCMI08784	GO:0065007
LOCMI02150	LOCMI02150	GO:0065007
LOCMI16713	LOCMI16713	GO:0065007
LOCMI11639	LOCMI11639	GO:0065007
LOCMI04886	LOCMI04886	GO:0065007
LOCMI09249	LOCMI09249	GO:0065007
LOCMI09474	LOCMI09474	GO:0065007
